43qc-8vv8	2006 - 2012 Math Test Results - Charter Schools
fxwm-3t4n	2006 - 2012 Math Test Results - Citywide - All Students
ngbi-cq85	2006 - 2012 Math Test Results - Citywide - ELL
vve2-26rs	2006 - 2012 Math Test Results - Citywide - Ethnicity
2bh6-qmgg	2006-2012 Math Test Results - Citywide - Gender
ufu7-zp25	2006 - 2012 Math Test Results - Citywide - SWD
7yig-nj52	2006 - 2012  Math Test Results - District - All Students
siju-6isf	2006 - 2012 Math Test Results - District - ELL
usap-qc7e	2006 - 2012 Math Test Results - District - Ethnicity
qphc-zrtc	2006 - 2012 Math Test Results - District - Gender
ducj-28wv	2006 - 2012 Math Test Results - District - SWD
y8bm-tzs3	2006 - 2012 Math Test Results - School - ELL
3tfu-x2qk	2006-2012 Math Test Results - School - Ethnicity
b9uf-7skp	2006 - 2012 Math Test Results - School - Gender
i99z-ad8n	2006 - 2012 Math Test Results - School - SWD
ihfw-zy9j	2006 - 2012 School Demographics and Accountability Snapshot
4y63-yw9e	2006 - 2013 Citywide Progress Report
i8ys-e4pm	2007-08 Class Size - School-level Detail
yayv-apxh	2007 - 2008 School Progress Report
dj4e-3xrn	2007 - 2008 School Progress Reports - All Schools
5fsg-d8c9	2007 - 2011 School Progress Report Multi-year
6wcu-cfa3	2008-09 Class Size - School-level Detail
vrn4-2abs	2008 - 2009 School Progress Report
cgz5-877h	2008 - 2009 School Progress Reports - All Schools
nbdj-ya9f	2008-2009 VADIR INCIDENTS
vrku-2kif	2008 - 2012 Historical Monthly Grade Level Attendance By School
xkzb-irtw	2008 Public Data File Gen Ed
d3ge-anaz	2009 - 2010 Class Size - School-level Detail
k8hv-56d7	2009 - 2010 Graduation Outcomes - Regents-based Math- ELA APM - School Level
rfpq-hs49	2009 - 2010 School Attendance And Enrollment By District
4n2j-ut8i	2009 - 2010 School Progress Report
ffnc-f3aa	2009 - 2010 School Progress Reports - All Schools
6e44-8i2s	2009-2010 VADIR INCIDENTS
wpqj-3buw	2009-2012 Historical Daily Attendance By School
bbs3-q5us	2009 Campaign Contributions
vg63-xw6u	2009 Campaign Expenditures
vyxt-abab	2009 Campaign Payments
g52i-ijbe	2009 District 75 Survey Data
nenq-ccpd	2009 GenEd Survey Data
fuzi-xuv4	2010-11 Discharge Reporting by Code - HS
nawr-fbpn	2010-11 Discharge Reporting by Code - MS
5u4m-9udf	2010-11 Discharge Reporting by School - HS
t6a9-nby7	2010-11 Discharge Reporting by School - MS
uinz-vc7n	2010-11 Discharge Reporting for Students with Disabilities - HS
pexc-kg7n	2010-11 Discharge Reporting for Students with Disabilities - MS
er9e-qz8i	2010-11 Transfer or Discharge Code - Grades 9-12
xefy-6ent	2010-2011 Class Size - Borough Distribution
7yds-6i8e	2010-2011 Class Size - Borough Summary
4s7y-vm5x	2010-2011 Class Size - Citywide Distribution
abgn-8q46	2010-2011 Class Size - Citywide Summary
nurr-mhyi	2010-2011 Class Size - District-level Distribution
82rt-zc4y	2010-2011 Class Size - District-level Summary
urz7-pzb3	2010-2011 Class Size - School-level detail
5gxs-yzxw	2010 - 2011 Graduation Outcomes - School Level - Classes - Regents-based Math/ELA APM - SWD
s9xf-ztqu	2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - ELL
qrz6-23fw	2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender
i6as-kc83	2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Total Cohort
7z8d-msnt	2010 - 2011 School Attendance and Enrollment Statistics by District
upwt-zvh3	2010 - 2011 School Progress Report
yig9-9zum	2010 - 2011 School Progress Reports - All Schools
cznr-hmrv	2010-2011 VADIR INCIDENTS
qybk-bjjc	2010 - 2016 School Safety Report
itfs-ms3e	2010  AP (College Board) School Level Results
8ius-dhrr	2010 Census Tract to Neighborhood Tabulation Area Equivalency table
kfrx-hgf8	2010 D75 Survey Data
u4hi-kt3x	2010 Gen Ed Survey Data
yggg-xf4b	2010 Local Film Festivals
gix2-d8at	2011-12 Discharge Reporting by Code - HS
uk6z-hem9	2011-12 Discharge Reporting by Code - MS
bk4j-3hk5	2011-12 Discharge Reporting by School - HS
v2hd-uwxx	2011-12 Discharge Reporting by School - MS
mw3t-6kth	2011-12 Discharge Reporting for Students with Disabilities - HS
j8sx-ccsq	2011-12 Discharge Reporting for Students with Disabilities - MS
ek6b-5n74	2011-12 Transfer or Discharge Code - Grades 9-12
xne4-4v8f	2011 - 2012 Citywide Progress Report
fb26-34vu	2011-2012 Class Size Report Borough Level Detail
vwxi-2r5k	2011-2012 CLASS SIZE REPORT BOROUGH LEVEL DISTRIBUTION
f7qh-bcr5	2011-2012 CLASS SIZE REPORT CITY LEVEL DETAIL
8i43-kna8	2011-2012 CLASS SIZE REPORT CITY LEVEL DISTRIBUTION
gez6-674h	2011-2012 CLASS SIZE REPORT DISTRICT LEVEL DETAIL
crc3-tcnm	2011-2012 CLASS SIZE REPORT DISTRICT LEVEL DISTRIBUTION
pgtq-ht5f	2011-2012 CLASS SIZE REPORT SCHOOL LEVEL DETAIL
gdpi-hegk	2011 - 2012 D75 Progress Report
mrnf-ezdm	2011-2012 High School Progress Report
fuvx-wqd7	2011-2012 NYC Family Guides
mjux-q9d4	2011-2012 School Progress Report - All Schools
wks3-66bn	2011-2012 VADIR INCIDENTS
ce3f-jkdg	2011 - 2012 YABC Progress Report
8mzw-jfss	2011 - 2016 Demographic Snapshot
njqj-g8fv	2012-13 Discharge Reporting by Code - HS
j4wk-mndk	2012-13 Discharge Reporting By Code - MS
jpe4-9hh5	2012-13 Discharge Reporting for All Students - HS
xpy2-cyxg	2012-13 Discharge Reporting for Students with Disabilities - HS
9fxq-tpip	2012-13 Discharge Reporting Students with Disabilities - MS
6je4-4x7e	2012 - 2013 Citywide Progress Report
2vv4-3iny	2012-2013 CLASS SIZE REPORT BOROUGH LEVEL DETAIL
nnyy-27fp	2012-2013 CLASS SIZE REPORT CITY LEVEL DETAIL
edai-t99u	2012-2013 CLASS SIZE REPORT CITY LEVEL DISTRIBUTION
urc8-8bjy	2012-2013 CLASS SIZE REPORT DISTRICT LEVEL DETAIL
fi8f-t673	2012-2013 CLASS SIZE REPORT DISTRICT LEVEL DISTRIBUTION
7jzh-b7rq	2012-2013 CLASS SIZE REPORT SCHOOL LEVEL DETAIL
t5w8-y8xf	2012 2013 Co- Location Memorandums
e555-uc5w	2012 - 2013 D75 Progress Reports
cirn-n726	2012-2013 Discharge Local Law 42 Report - School Level - Middle School
dw8c-pxy2	2012 - 2013 High School Progress Report
emnd-d8ba	2012 - 2013 School Locations
ctq9-j8y9	2012 - 2013 Transfer High School Progress Report
imfa-v5pv	2012-2013 VADIR INCIDENTS
vv3n-5y3z	2012 - 2013 YABC Progress Report
pfn4-vjwr	2012-2013 Young Adult Borough Centers
pffu-gbfi	2012 - 2015 Historical Daily Attendance By School
wed3-5i35	2012 - 2017 Historical Monthly Grade Level Attendance By School
9ct9-prf9	2012  AP Results
ywiv-5gyw	2012 D75 School Survey Data
xijd-ubiu	2012 NYC Community Schools Survey
v55h-aeac	2012 NYC District 75 Schools Survey
xiyj-m4sj	2012 NYC General Education School Survey
f9bf-2cp4	2012 SAT Results
chb2-ipkr	2013-14 Discharge Reporting By Code - HS
y86q-g4pf	2013-14 Discharge Reporting By Code - MS
n5xa-24cw	2013-14 Discharge Reporting for All Students - HS
5hb6-gnie	2013-14 Discharge Reporting for Students with Disabilities - HS
d5g5-kttt	2013-14 Discharge Reporting for Students with Disabilities - MS
hkqp-x7p9	2013-14 Discharge Reporting School Level - MS
kmix-7hhj	2013-16 School ELA Data Files By Grade - All Students
7gvw-m7zn	2013-16 School ELA Data Files By Grade - ELL
rzd6-qsmn	2013-16 School ELA Data Files By Grade - Ethnicity
436j-ja87	2013-16 School ELA Data Files By Grade - Gender
np9k-hd4i	2013-16 School ELA Data Files By Grade - SWD
bvzk-auuz	2013-2014 - 2017- 2018 Demographic Snapshot Citywide
h5j6-bv4u	2013 - 2014 Arts Report
5nz7-hh6t	2013-2014 Class Size Report Borough Level Detail Summary
4qii-5cz9	2013-2014 Class Size Report Borough Level Distribution Summary
kz72-dump	2013-2014 Class Size Report City Level Detail Final
ytjm-yias	2013-2014 Class Size Report City Level Distribution Final
ajgi-hpq9	2013-2014 Class Size Report District Level Detail Final
6ypq-ih9a	2013-2014 Class Size Report District Level Distribution Final
pdpg-nn8i	2013-2014 Class Size Report School Level Detail Final
42et-jh9v	2013 - 2014 DOE High School Performance-Directory
i9pf-sj7c	2013-2014 DOE High School Programs
ac4n-c5re	2013 - 2014 School Locations
yahh-6yjc	2013 - 2014 School Quality Reports
9cz6-8qpz	2013-2014 School Quality Reports Results For Elementary, Middle and K-8 Schools
bm9v-cvch	2013 - 2014 School Quality Reports Results for High Schools
5a8g-vpdd	2013 - 2014 School Survey Data
mq9d-au8i	2013-2014 VADIR INCIDENTS
cfnc-xfjw	2013-2015 ELA Results - All
26kp-bgdh	2013 - 2015 New York State English Language Arts (ELA) Exam
jk35-yh5p	2013 - 2015 New York State English Language Arts (ELA) Exam by School
r75y-8qe7	2013 - 2015 New York State Mathematics Exam
gcvr-n8qw	2013 - 2015 New York State Mathematics Exam by School
xw3c-8982	2013 - 2015  NYC Results On The New York State Math Test With Math Regents Included
xkkx-md5q	2013-2017 Borough ELA Results - Economic
kjey-zuvr	2013-2017 Borough ELA Results - Ethnic
h5de-ndty	2013-2017 Borough ELA Results - EvELL
5hiy-kwc2	2013-2017 Borough ELA Results - Gender
yiet-hu2w	2013-2017 Borough ELA Results - SWD
qjx7-9mep	2013-2017 Borough Math Results - All
vpdq-ktpr	2013-2017 Borough Math Results - Economic
tph5-57et	2013-2017 Borough Math Results - Ethnic
kt29-ab5k	2013-2017 Borough Math Results - EvELL
48ka-f6z6	2013-2017 Borough Math Results - Gender
k4xi-fxp5	2013-2017 Borough Math Results - SWD
3kav-a6u5	2013-2017 Charter School ELA Results - All
pzt3-tne9	2013-2017 Charter School Math Results - All
54k3-2wtq	2013-2017 Citywide ELA Results - Economic
3nw7-5vkw	2013-2017 Citywide ELA Results - Ethnic
2uk5-v8da	2013-2017 Citywide ELA Results - EvELL
kdpk-qekk	2013-2017 Citywide ELA Results - Gender
6qaj-niew	2013-2017 Citywide ELA Results - SWD
ipsj-8mer	2013-2017 Citywide Math Results - All
qgga-62ej	2013-2017 Citywide Math Results - Economic
e7rh-dmb4	2013-2017 Citywide Math Results - Ethnic
2gjq-v9z9	2013-2017 Citywide Math Results - EvELL
g6f6-qpfi	2013-2017 Citywide Math Results - Gender
7ggc-ypzi	2013-2017 Citywide Math Results - SWD
3pge-73vq	2013-2017 District ELA Results - Economic
narn-kyx4	2013-2017 District ELA Results - Ethnic
4axi-di9c	2013-2017 District ELA Results - EvELL
5qza-frfc	2013-2017 District ELA Results - Gender
4ynw-b9aj	2013-2017 District ELA Results - SWD
27h8-t3wt	2013-2017 District Math Results - All
vfdq-dvkf	2013-2017 District Math Results - Economic
e544-259w	2013-2017 District Math Results - Ethnic
ffzt-rdkr	2013-2017 District Math Results - EvELL
6gre-fvg9	2013-2017 District Math Results - Gender
wmi7-dkwa	2013-2017 District Math Results - SWD
mi8r-ff2q	2013-2017 ELA Test Results by Grade - Borough - All
2p64-jbjs	2013-2017 ELA Test Results by Grade - Citywide - All
scfi-iv96	2013-2017 ELA Test Results by Grade - Districts - All
kdm9-vp7d	2013-2017 ELA Test Results by Grade - School - All
7jpv-q9e2	2013-2017 School ELA Results - Economic
ynau-kwze	2013-2017 School ELA Results - Ethnic
mib5-bwqy	2013-2017 School ELA Results - EvELL
m8nr-4ivu	2013-2017 School ELA Results - Gender
ybcb-4665	2013-2017 School ELA Results - SWD
kha6-7i9i	2013-2017 School Math Results - All
9vgx-wa3i	2013-2017 School Math Results - Economic
xx92-6788	2013-2017 School Math Results - Ethnic
rqjq-29wc	2013-2017 School Math Results - EvELL
x4ai-kstz	2013-2017 School Math Results - Gender
7k5d-rk33	2013-2017 School Math Results - SWD
5tdj-xqd5	2013 - 2018 Borough ELA Results
ii2w-6fne	2013 - 2018 Borough Math Results
gj2m-sgjc	2013 - 2018 Citywide ELA Results
shc3-rmhi	2013 - 2018 Citywide Math Results
u9k7-x2z3	2013 - 2018 Demographic Snapshot
v9z6-t6nq	2013 - 2018 Demographic Snapshot Borough
m2z7-dx25	2013 - 2018 Demographic Snapshot District
s52a-8aq6	2013 - 2018 Demographic Snapshot School
7hpk-8zed	2013 - 2018 District ELA Results
xfsg-qhaw	2013 - 2018 District Math Results
qkpp-pbi8	2013 - 2018 School ELA REsults
m27t-ht3h	2013 -2018 School Math Results
n8p9-7jxp	2013 Campaign Contributions
kwmq-dbub	2013 Campaign Expenditures
ghpb-fpea	2013 Green Taxi Trip Data
s27g-2w3u	2013 NYC School Survey
dazy-4wwv	2014-15 Discharge Reporting By Code - HS
ru7q-zr7g	2014-15 Discharge Reporting by Code - MS
deqx-mzd7	2014 -15 Discharge Reporting by HS
vbcn-wn88	2014-15 Discharge Reporting for All Students - HS
b225-hg9m	2014-15 Discharge Reporting for All Students - MS
8ruf-3bq8	2014 -15 Discharge Reporting for Students with Disabilities - HS
ynhu-u9id	2014-15 Discharge Reporting for Students with Disabilities - MS
xsmd-g5j6	2014-15 Graduation Outcomes - ELL
k63t-h76x	2014-15 Graduation Outcomes - Ethnicity
pra5-xxvj	2014-15 Graduation Outcomes - Gender
q5hp-72f8	2014-15 Graduation Outcomes - SWD
v575-87iz	2014-15 Graduation Outcomes - Total
5cd6-v74i	2014 - 15 Guidance Counselor Bill Demographic Data
7pi4-r8u2	2014 - 15 Guidance Counselor Data
wn79-er9p	2014 -15 Guidance Counselor Reporting - Post Secondary Planning
d4mz-3bq9	2014 - 15 Guidance Counselor Reporting - Social Worker Data
csps-2ne9	2014-15 To 2016-17 School- Level NYC Regents Report For All Variables
bnea-fu3k	2014-15 to 2017-18 NYC Regents Exam Results - Public
6sqr-c995	2014-15 Transfer or Discharge Code - Grades 9-12
exe6-f2vx	2014 - 2015 Arts Reports
budf-qanm	2014-2015 Arts Survey Data
qusa-igsv	2014-2015 Class Size Report Borough Level Detail Summary
3aka-ggej	2014-2015 Class Size Report Borough Level Distribution
wcmg-48ep	2014-2015 Class Size Report City Level Detail Summary
yg5a-hytu	2014-2015 Class Size Report City Level Distribution
4hiy-398i	2014-2015 Class Size Report District Level Detail Summary
ub9e-s7ai	2014-2015 Class Size Report District Level Distribution Summary
sybh-s59s	2014-2015 Class Size Report School Level Detail Summary
g4zf-s85y	2014 - 2015 Co-Location Report
phqd-xav8	2014-2015  CoLocation Reporting
77u7-ptbn	2014 - 2015 Demograpic Snapshot
n3p6-zve2	2014 - 2015 DOE High School Directory
xahu-rkwn	2014-2015 DOE High School Performance-Directory
5kru-rjmf	2014 - 2015 Guidance Counselor Report
hdpu-mku8	2014 - 2015 Parent School Survey Data
ven4-h25u	2014 - 2015 School Budget Overview
2jne-kr3f	2014-2015 School Closure Discharge Reporting - Attendance
vz7h-p6wa	2014-2015 School Closure Discharge Reporting - Credit Recovery
5g59-fxev	2014-2015 School Closure Discharge Reporting - Discharge Code
qd93-w582	2014-2015 School Closure Discharge Reporting - GPA
t446-jbtd	2014-2015 School Closure Discharge Reporting - SWD
hm4n-kxfu	2014-2015 School Closure Discharge Reporting - To School
fxs2-faah	2014 - 2015 School Locations
6zvj-sek6	2014 - 2015 School Quality Report Results for D75 Schools
yibg-6r2q	2014 - 2015 School Quality Report Results for Early Childhood
5e8d-k9md	2014 - 2015 School Quality Report Results for High School Transfer
qqba-8akg	2014 - 2015 School Quality Report Results for YABC
52b4-grs5	2014 - 2015 Student School Survey Data
8ecp-kw89	2014 - 2015 Teacher Survey Data
jzt2-2f7h	2014-2015 VADIR INCIDENTS
diks-hcwd	2014-2015 VADIR INCIDENTS-3
cbrh-qrk4	2014 - 2017 Regents
2np7-5jsg	2014 Green Taxi Trip Data
v475-8jcj	2014 NYC Open Data Plan: Future Releases
pknx-dgka	2015-16 Class Size Report - K To 8 Average
ezaf-3uhs	2015-16 Class Size Report - MS And HS Average
uchs-jqh4	2015-16 Class Size Report - Pupil To Teacher Ratio
dbs9-fgqs	2015-16 Demographic Data - Admissions Methods
he5b-24yw	2015-16 Demographic Data - Diversity Efforts
87b8-3t9t	2015-16 Demographic Data - Grades 9-12 District
qd9w-yz23	2015-16 Demographic Data - Grades 9-12 School
fm6n-5jvy	2015-16 Demographic Data - Grades K-8 District
25aa-q86c	2015-16 Demographic Data - Grades K-8 School
pgun-i6u7	2015-16 Demographic Data - Grades K-8 Special Programs
c3ya-2ywy	2015-16 Demographic Data - Pre- Kindergarten
tsps-ttpz	2015-16 Guidance Counselor Bill Demographic Data
knq4-3kz9	2015-16 Guidance Counselor Post Secondary Planning
iuvu-z276	2015-16 Guidance Counselor Reporting - Demographic Data
5brf-q9de	2015-16 Guidance Counselor Reporting - Guidance Counselor Data
k5xr-vi4c	2015-16 Guidance Counselor Reporting - Post Secondary Planning
vxxs-iyt2	2015-16 Guidance Counselor Reporting - Social Worker Data
wssh-seqa	2015-16 Guidance Counselor SW&GC - Data
2anc-iydk	2015-16 Health Education HS Data - City Council District
785g-7qf7	2015-16 Health Education HS Level
brxp-zcjz	2015-16 Health Education HS Level - School District
i8qp-5mwu	2015 - 16 Health Education Instructor Report
nhak-36my	2015-16 Health Education K-12 - Health Instructors
xy48-7s3d	2015-16 Health Education K-12 - Licensed Health Instructors
mhpm-4ekb	2015-16 Health Education MS Level
6irv-e4ks	2015-16 Health Education MS Level - City Council District
2vk5-6yq6	2015-16 Health Education MS Level - School District
3pzk-fyqp	2015-16 Local Law 15 Health Data K-12 Health Instructor CCD
eyk3-bhe9	2015-16 Local Law 15 Health Data - K-12 Health Instructors
qa4d-xc73	2015-16 Local Law 15 Health Data - Licensed Health Instructors
ytju-73hj	2015-16 Multiple Removals - ELL
cera-vfws	2015-16 Multiple Removals - Gender
xfkn-vsp9	2015-16 Multiple Removals - Grade Level
q6p2-9srw	2015-16 Multiple Removals - Race
ecej-79ys	2015-16 Multiple Removals - STH
4ynn-w9fk	2015-16 Multiple Removals - SWD
qem4-8xtj	2015-16 Multiple Removals - Year of Birth
44t3-dj6x	2015 - 16 School Safety Report
4tnw-tspg	2015-16 Social Worker Data
kjpz-79mu	2015-16 Student Discipline Annual Report - AGE
64pu-zyr2	2015-16 Student Discipline Annual Report - D Code
9cvd-uyw6	2015-16 Student Discipline Annual Report - ELL
bbg6-wf44	2015-16 Student Discipline Annual Report - GENDER
p9cr-nt9j	2015-16 Student Discipline Annual Report - GRADE LEVEL
huq7-iui5	2015-16 Student Discipline Annual Report - IEP
gsak-mt7t	2015-16 Student Discipline Annual Report - LENGTH IN DAYS
2x8v-d8nh	2015-16 Student Discipline Annual Report - RACE
edx9-hxi8	2015-16 Student Discipline Annual Report - R P S TOTALS
