2010/04/11,blocked driveway,BRONX,20
2010/04/12,blocked driveway,BRONX,14
2010/04/13,blocked driveway,BRONX,12
2010/04/14,blocked driveway,BRONX,26
2010/04/15,blocked driveway,BRONX,22
2010/04/16,blocked driveway,BRONX,28
2010/04/17,blocked driveway,BRONX,26
2010/04/18,blocked driveway,BRONX,21
2010/04/19,blocked driveway,BRONX,16
2010/04/20,blocked driveway,BRONX,18
2010/04/21,blocked driveway,BRONX,34
2010/04/22,blocked driveway,BRONX,21
2010/04/23,blocked driveway,BRONX,21
2010/04/24,blocked driveway,BRONX,22
2010/04/25,blocked driveway,BRONX,21
2010/04/26,blocked driveway,BRONX,21
2010/04/27,blocked driveway,BRONX,23
2010/04/28,blocked driveway,BRONX,18
2010/04/29,blocked driveway,BRONX,21
2010/04/30,blocked driveway,BRONX,24
2010/05/01,blocked driveway,BRONX,21
2010/05/02,blocked driveway,BRONX,29
2010/05/03,blocked driveway,BRONX,18
2010/05/04,blocked driveway,BRONX,23
2010/05/05,blocked driveway,BRONX,17
2010/05/06,blocked driveway,BRONX,27
2010/05/07,blocked driveway,BRONX,22
2010/05/08,blocked driveway,BRONX,19
2010/05/09,blocked driveway,BRONX,23
2010/05/10,blocked driveway,BRONX,15
2010/05/11,blocked driveway,BRONX,18
2010/05/12,blocked driveway,BRONX,16
2010/05/13,blocked driveway,BRONX,23
2010/05/14,blocked driveway,BRONX,18
2010/05/15,blocked driveway,BRONX,26
2010/05/16,blocked driveway,BRONX,20
2010/05/17,blocked driveway,BRONX,28
2010/05/18,blocked driveway,BRONX,19
2010/05/19,blocked driveway,BRONX,18
2010/05/20,blocked driveway,BRONX,17
2010/05/21,blocked driveway,BRONX,16
2010/05/22,blocked driveway,BRONX,18
2010/05/23,blocked driveway,BRONX,22
2010/05/24,blocked driveway,BRONX,16
2010/05/25,blocked driveway,BRONX,22
2010/05/26,blocked driveway,BRONX,18
2010/05/27,blocked driveway,BRONX,13
2010/05/28,blocked driveway,BRONX,13
2010/05/29,blocked driveway,BRONX,17
2010/05/30,blocked driveway,BRONX,21
2010/05/31,blocked driveway,BRONX,18
2010/06/01,blocked driveway,BRONX,19
2010/06/02,blocked driveway,BRONX,14
2010/06/03,blocked driveway,BRONX,17
2010/06/04,blocked driveway,BRONX,20
2010/06/05,blocked driveway,BRONX,15
2010/06/06,blocked driveway,BRONX,19
2010/06/07,blocked driveway,BRONX,23
2010/06/08,blocked driveway,BRONX,19
2010/06/09,blocked driveway,BRONX,17
2010/06/10,blocked driveway,BRONX,17
2010/06/11,blocked driveway,BRONX,18
2010/06/12,blocked driveway,BRONX,21
2010/06/13,blocked driveway,BRONX,26
2010/06/14,blocked driveway,BRONX,14
2010/06/15,blocked driveway,BRONX,20
2010/06/16,blocked driveway,BRONX,33
2010/06/17,blocked driveway,BRONX,17
2010/06/18,blocked driveway,BRONX,22
2010/06/19,blocked driveway,BRONX,25
2010/06/20,blocked driveway,BRONX,23
2010/06/21,blocked driveway,BRONX,19
2010/06/22,blocked driveway,BRONX,24
2010/06/23,blocked driveway,BRONX,12
2010/06/24,blocked driveway,BRONX,24
2010/06/25,blocked driveway,BRONX,19
2010/06/26,blocked driveway,BRONX,30
2010/06/27,blocked driveway,BRONX,17
2010/06/28,blocked driveway,BRONX,17
2010/06/29,blocked driveway,BRONX,16
2010/06/30,blocked driveway,BRONX,17
2010/07/01,blocked driveway,BRONX,19
2010/07/02,blocked driveway,BRONX,20
2010/07/03,blocked driveway,BRONX,11
2010/07/04,blocked driveway,BRONX,15
2010/07/05,blocked driveway,BRONX,17
2010/07/06,blocked driveway,BRONX,12
2010/07/07,blocked driveway,BRONX,12
2010/07/08,blocked driveway,BRONX,26
2010/07/09,blocked driveway,BRONX,20
2010/07/10,blocked driveway,BRONX,23
2010/07/11,blocked driveway,BRONX,15
2010/07/12,blocked driveway,BRONX,19
2010/07/13,blocked driveway,BRONX,23
2010/07/14,blocked driveway,BRONX,10
2010/07/15,blocked driveway,BRONX,13
2010/07/16,blocked driveway,BRONX,16
2010/07/17,blocked driveway,BRONX,15
2010/07/18,blocked driveway,BRONX,28
2010/07/19,blocked driveway,BRONX,24
2010/07/20,blocked driveway,BRONX,15
2010/07/21,blocked driveway,BRONX,21
2010/07/22,blocked driveway,BRONX,18
2010/07/23,blocked driveway,BRONX,27
2010/07/24,blocked driveway,BRONX,22
2010/07/25,blocked driveway,BRONX,21
2010/07/26,blocked driveway,BRONX,22
2010/07/27,blocked driveway,BRONX,18
2010/07/28,blocked driveway,BRONX,18
2010/07/29,blocked driveway,BRONX,31
2010/07/30,blocked driveway,BRONX,28
2010/07/31,blocked driveway,BRONX,20
2010/08/01,blocked driveway,BRONX,11
2010/08/02,blocked driveway,BRONX,29
2010/08/03,blocked driveway,BRONX,14
2010/08/04,blocked driveway,BRONX,10
2010/08/05,blocked driveway,BRONX,11
2010/08/06,blocked driveway,BRONX,18
2010/08/07,blocked driveway,BRONX,19
2010/08/08,blocked driveway,BRONX,24
2010/08/09,blocked driveway,BRONX,18
2010/08/10,blocked driveway,BRONX,18
2010/08/11,blocked driveway,BRONX,13
2010/08/12,blocked driveway,BRONX,16
2010/08/13,blocked driveway,BRONX,19
2010/08/14,blocked driveway,BRONX,14
2010/08/15,blocked driveway,BRONX,24
2010/08/16,blocked driveway,BRONX,21
2010/08/17,blocked driveway,BRONX,22
2010/08/18,blocked driveway,BRONX,14
2010/08/19,blocked driveway,BRONX,17
2010/08/20,blocked driveway,BRONX,12
2010/08/21,blocked driveway,BRONX,25
2010/08/22,blocked driveway,BRONX,15
2010/08/23,blocked driveway,BRONX,18
2010/08/24,blocked driveway,BRONX,18
2010/08/25,blocked driveway,BRONX,14
2010/08/26,blocked driveway,BRONX,18
2010/08/27,blocked driveway,BRONX,25
2010/08/28,blocked driveway,BRONX,16
2010/08/29,blocked driveway,BRONX,16
2010/08/30,blocked driveway,BRONX,15
2010/08/31,blocked driveway,BRONX,13
2010/09/01,blocked driveway,BRONX,18
2010/09/02,blocked driveway,BRONX,19
2010/09/03,blocked driveway,BRONX,20
2010/09/04,blocked driveway,BRONX,19
2010/09/05,blocked driveway,BRONX,18
2010/09/06,blocked driveway,BRONX,10
2010/09/07,blocked driveway,BRONX,14
2010/09/08,blocked driveway,BRONX,21
2010/09/09,blocked driveway,BRONX,18
2010/09/10,blocked driveway,BRONX,17
2010/09/11,blocked driveway,BRONX,20
2010/09/12,blocked driveway,BRONX,22
2010/09/13,blocked driveway,BRONX,14
2010/09/14,blocked driveway,BRONX,20
2010/09/15,blocked driveway,BRONX,20
2010/09/16,blocked driveway,BRONX,15
2010/09/17,blocked driveway,BRONX,20
2010/09/18,blocked driveway,BRONX,15
2010/09/19,blocked driveway,BRONX,20
2010/09/20,blocked driveway,BRONX,23
2010/09/21,blocked driveway,BRONX,21
2010/09/22,blocked driveway,BRONX,19
2010/09/23,blocked driveway,BRONX,26
2010/09/24,blocked driveway,BRONX,24
2010/09/25,blocked driveway,BRONX,27
2010/09/26,blocked driveway,BRONX,22
2010/09/27,blocked driveway,BRONX,20
2010/09/28,blocked driveway,BRONX,18
2010/09/29,blocked driveway,BRONX,20
2010/09/30,blocked driveway,BRONX,21
2010/10/01,blocked driveway,BRONX,19
2010/10/02,blocked driveway,BRONX,20
2010/10/03,blocked driveway,BRONX,20
2010/10/04,blocked driveway,BRONX,24
2010/10/05,blocked driveway,BRONX,22
2010/10/06,blocked driveway,BRONX,25
2010/10/07,blocked driveway,BRONX,21
2010/10/08,blocked driveway,BRONX,26
2010/10/09,blocked driveway,BRONX,15
2010/10/10,blocked driveway,BRONX,31
2010/10/11,blocked driveway,BRONX,20
2010/10/12,blocked driveway,BRONX,18
2010/10/13,blocked driveway,BRONX,25
2010/10/14,blocked driveway,BRONX,20
2010/10/15,blocked driveway,BRONX,20
2010/10/16,blocked driveway,BRONX,15
2010/10/17,blocked driveway,BRONX,24
2010/10/18,blocked driveway,BRONX,13
2010/10/19,blocked driveway,BRONX,20
2010/10/20,blocked driveway,BRONX,22
2010/10/21,blocked driveway,BRONX,23
2010/10/22,blocked driveway,BRONX,23
2010/10/23,blocked driveway,BRONX,29
2010/10/24,blocked driveway,BRONX,22
2010/10/25,blocked driveway,BRONX,21
2010/10/26,blocked driveway,BRONX,19
2010/10/27,blocked driveway,BRONX,19
2010/10/28,blocked driveway,BRONX,15
2010/10/29,blocked driveway,BRONX,23
2010/10/30,blocked driveway,BRONX,30
2010/10/31,blocked driveway,BRONX,18
2010/11/01,blocked driveway,BRONX,17
2010/11/02,blocked driveway,BRONX,19
2010/11/03,blocked driveway,BRONX,15
2010/11/04,blocked driveway,BRONX,24
2010/11/05,blocked driveway,BRONX,21
2010/11/06,blocked driveway,BRONX,23
2010/11/07,blocked driveway,BRONX,24
2010/11/08,blocked driveway,BRONX,15
2010/11/09,blocked driveway,BRONX,30
2010/11/10,blocked driveway,BRONX,23
2010/11/11,blocked driveway,BRONX,19
2010/11/12,blocked driveway,BRONX,23
2010/11/13,blocked driveway,BRONX,12
2010/11/14,blocked driveway,BRONX,17
2010/11/15,blocked driveway,BRONX,19
2010/11/16,blocked driveway,BRONX,18
2010/11/17,blocked driveway,BRONX,27
2010/11/18,blocked driveway,BRONX,20
2010/11/19,blocked driveway,BRONX,36
2010/11/20,blocked driveway,BRONX,29
2010/11/21,blocked driveway,BRONX,20
2010/11/22,blocked driveway,BRONX,24
2010/11/23,blocked driveway,BRONX,27
2010/11/24,blocked driveway,BRONX,29
2010/11/25,blocked driveway,BRONX,33
2010/11/26,blocked driveway,BRONX,26
2010/11/27,blocked driveway,BRONX,26
2010/11/28,blocked driveway,BRONX,15
2010/11/29,blocked driveway,BRONX,21
2010/11/30,blocked driveway,BRONX,19
2010/12/01,blocked driveway,BRONX,15
2010/12/02,blocked driveway,BRONX,17
2010/12/03,blocked driveway,BRONX,22
2010/12/04,blocked driveway,BRONX,23
2010/12/05,blocked driveway,BRONX,22
2010/12/06,blocked driveway,BRONX,20
2010/12/07,blocked driveway,BRONX,17
2010/12/08,blocked driveway,BRONX,19
2010/12/09,blocked driveway,BRONX,12
2010/12/10,blocked driveway,BRONX,27
2010/12/11,blocked driveway,BRONX,16
2010/12/12,blocked driveway,BRONX,19
2010/12/13,blocked driveway,BRONX,21
2010/12/14,blocked driveway,BRONX,21
2010/12/15,blocked driveway,BRONX,14
2010/12/16,blocked driveway,BRONX,24
2010/12/17,blocked driveway,BRONX,30
2010/12/18,blocked driveway,BRONX,31
2010/12/19,blocked driveway,BRONX,15
2010/12/20,blocked driveway,BRONX,34
2010/12/21,blocked driveway,BRONX,25
2010/12/22,blocked driveway,BRONX,25
2010/12/23,blocked driveway,BRONX,18
2010/12/24,blocked driveway,BRONX,30
2010/12/25,blocked driveway,BRONX,31
2010/12/26,blocked driveway,BRONX,16
2010/12/27,blocked driveway,BRONX,15
2010/12/28,blocked driveway,BRONX,32
2010/12/29,blocked driveway,BRONX,43
2010/12/30,blocked driveway,BRONX,45
2010/12/31,blocked driveway,BRONX,42
2011/01/01,blocked driveway,BRONX,53
2011/01/02,blocked driveway,BRONX,36
2011/01/03,blocked driveway,BRONX,30
2011/01/04,blocked driveway,BRONX,36
2011/01/05,blocked driveway,BRONX,19
2011/01/06,blocked driveway,BRONX,26
2011/01/07,blocked driveway,BRONX,28
2011/01/08,blocked driveway,BRONX,26
2011/01/09,blocked driveway,BRONX,22
2011/01/10,blocked driveway,BRONX,23
2011/01/11,blocked driveway,BRONX,27
2011/01/12,blocked driveway,BRONX,26
2011/01/13,blocked driveway,BRONX,20
2011/01/14,blocked driveway,BRONX,22
2011/01/15,blocked driveway,BRONX,28
2011/01/16,blocked driveway,BRONX,32
2011/01/17,blocked driveway,BRONX,27
2011/01/18,blocked driveway,BRONX,12
2011/01/19,blocked driveway,BRONX,22
2011/01/20,blocked driveway,BRONX,20
2011/01/21,blocked driveway,BRONX,30
2011/01/22,blocked driveway,BRONX,36
2011/01/23,blocked driveway,BRONX,25
2011/01/24,blocked driveway,BRONX,20
2011/01/25,blocked driveway,BRONX,36
2011/01/26,blocked driveway,BRONX,24
2011/01/27,blocked driveway,BRONX,41
2011/01/28,blocked driveway,BRONX,51
2011/01/29,blocked driveway,BRONX,64
2011/01/30,blocked driveway,BRONX,45
2011/01/31,blocked driveway,BRONX,62
2011/02/01,blocked driveway,BRONX,40
2011/02/02,blocked driveway,BRONX,41
2011/02/03,blocked driveway,BRONX,46
2011/02/04,blocked driveway,BRONX,52
2011/02/05,blocked driveway,BRONX,54
2011/02/06,blocked driveway,BRONX,51
2011/02/07,blocked driveway,BRONX,34
2011/02/08,blocked driveway,BRONX,37
2011/02/09,blocked driveway,BRONX,33
2011/02/10,blocked driveway,BRONX,33
2011/02/11,blocked driveway,BRONX,17
2011/02/12,blocked driveway,BRONX,28
2011/02/13,blocked driveway,BRONX,22
2011/02/14,blocked driveway,BRONX,24
2011/02/15,blocked driveway,BRONX,21
2011/02/16,blocked driveway,BRONX,22
2011/02/17,blocked driveway,BRONX,23
2011/02/18,blocked driveway,BRONX,12
2011/02/19,blocked driveway,BRONX,21
2011/02/20,blocked driveway,BRONX,24
2011/02/21,blocked driveway,BRONX,26
2011/02/22,blocked driveway,BRONX,26
2011/02/23,blocked driveway,BRONX,22
2011/02/24,blocked driveway,BRONX,14
2011/02/25,blocked driveway,BRONX,23
2011/02/26,blocked driveway,BRONX,26
2011/02/27,blocked driveway,BRONX,16
2011/02/28,blocked driveway,BRONX,17
2011/03/01,blocked driveway,BRONX,19
2011/03/02,blocked driveway,BRONX,14
2011/03/03,blocked driveway,BRONX,25
2011/03/04,blocked driveway,BRONX,18
2011/03/05,blocked driveway,BRONX,25
2011/03/06,blocked driveway,BRONX,19
2011/03/07,blocked driveway,BRONX,20
2011/03/08,blocked driveway,BRONX,15
2011/03/09,blocked driveway,BRONX,20
2011/03/10,blocked driveway,BRONX,22
2011/03/11,blocked driveway,BRONX,29
2011/03/12,blocked driveway,BRONX,22
2011/03/13,blocked driveway,BRONX,23
2011/03/14,blocked driveway,BRONX,13
2011/03/15,blocked driveway,BRONX,17
2011/03/16,blocked driveway,BRONX,17
2011/03/17,blocked driveway,BRONX,17
2011/03/18,blocked driveway,BRONX,34
2011/03/19,blocked driveway,BRONX,35
2011/03/20,blocked driveway,BRONX,28
2011/03/21,blocked driveway,BRONX,28
2011/03/22,blocked driveway,BRONX,17
2011/03/23,blocked driveway,BRONX,21
2011/03/24,blocked driveway,BRONX,15
2011/03/25,blocked driveway,BRONX,18
2011/03/26,blocked driveway,BRONX,25
2011/03/27,blocked driveway,BRONX,25
2011/03/28,blocked driveway,BRONX,25
2011/03/29,blocked driveway,BRONX,18
2011/03/30,blocked driveway,BRONX,24
2011/03/31,blocked driveway,BRONX,19
2011/04/01,blocked driveway,BRONX,17
2011/04/02,blocked driveway,BRONX,22
2011/04/03,blocked driveway,BRONX,27
2011/04/04,blocked driveway,BRONX,19
2011/04/05,blocked driveway,BRONX,14
2011/04/06,blocked driveway,BRONX,11
2011/04/07,blocked driveway,BRONX,21
2011/04/08,blocked driveway,BRONX,22
2011/04/09,blocked driveway,BRONX,28
2011/04/10,blocked driveway,BRONX,20
2011/04/11,blocked driveway,BRONX,18
2011/04/12,blocked driveway,BRONX,19
2011/04/13,blocked driveway,BRONX,21
2011/04/14,blocked driveway,BRONX,17
2011/04/15,blocked driveway,BRONX,16
2011/04/16,blocked driveway,BRONX,20
2011/04/17,blocked driveway,BRONX,13
2011/04/18,blocked driveway,BRONX,16
2011/04/19,blocked driveway,BRONX,21
2011/04/20,blocked driveway,BRONX,16
2011/04/21,blocked driveway,BRONX,32
2011/04/22,blocked driveway,BRONX,23
2011/04/23,blocked driveway,BRONX,23
2011/04/24,blocked driveway,BRONX,15
2011/04/25,blocked driveway,BRONX,18
2011/04/26,blocked driveway,BRONX,12
2011/04/27,blocked driveway,BRONX,22
2011/04/28,blocked driveway,BRONX,20
2011/04/29,blocked driveway,BRONX,16
2011/04/30,blocked driveway,BRONX,22
2011/05/01,blocked driveway,BRONX,19
2011/05/02,blocked driveway,BRONX,13
2011/05/03,blocked driveway,BRONX,20
2011/05/04,blocked driveway,BRONX,19
2011/05/05,blocked driveway,BRONX,17
2011/05/06,blocked driveway,BRONX,18
2011/05/07,blocked driveway,BRONX,28
2011/05/08,blocked driveway,BRONX,16
2011/05/09,blocked driveway,BRONX,17
2011/05/10,blocked driveway,BRONX,27
2011/05/11,blocked driveway,BRONX,26
2011/05/12,blocked driveway,BRONX,27
2011/05/13,blocked driveway,BRONX,22
2011/05/14,blocked driveway,BRONX,36
2011/05/15,blocked driveway,BRONX,19
2011/05/16,blocked driveway,BRONX,26
2011/05/17,blocked driveway,BRONX,20
2011/05/18,blocked driveway,BRONX,16
2011/05/19,blocked driveway,BRONX,17
2011/05/20,blocked driveway,BRONX,24
2011/05/21,blocked driveway,BRONX,16
2011/05/22,blocked driveway,BRONX,18
2011/05/23,blocked driveway,BRONX,13
2011/05/24,blocked driveway,BRONX,14
2011/05/25,blocked driveway,BRONX,19
2011/05/26,blocked driveway,BRONX,27
2011/05/27,blocked driveway,BRONX,20
2011/05/28,blocked driveway,BRONX,18
2011/05/29,blocked driveway,BRONX,15
2011/05/30,blocked driveway,BRONX,13
2011/05/31,blocked driveway,BRONX,14
2011/06/01,blocked driveway,BRONX,20
2011/06/02,blocked driveway,BRONX,18
2011/06/03,blocked driveway,BRONX,19
2011/06/04,blocked driveway,BRONX,17
2011/06/05,blocked driveway,BRONX,17
2011/06/06,blocked driveway,BRONX,19
2011/06/07,blocked driveway,BRONX,24
2011/06/08,blocked driveway,BRONX,22
2011/06/09,blocked driveway,BRONX,18
2011/06/10,blocked driveway,BRONX,19
2011/06/11,blocked driveway,BRONX,16
2011/06/12,blocked driveway,BRONX,22
2011/06/13,blocked driveway,BRONX,27
2011/06/14,blocked driveway,BRONX,16
2011/06/15,blocked driveway,BRONX,15
2011/06/16,blocked driveway,BRONX,26
2011/06/17,blocked driveway,BRONX,25
2011/06/18,blocked driveway,BRONX,21
2011/06/19,blocked driveway,BRONX,27
2011/06/20,blocked driveway,BRONX,16
2011/06/21,blocked driveway,BRONX,16
2011/06/22,blocked driveway,BRONX,18
2011/06/23,blocked driveway,BRONX,20
2011/06/24,blocked driveway,BRONX,23
2011/06/25,blocked driveway,BRONX,17
2011/06/26,blocked driveway,BRONX,14
2011/06/27,blocked driveway,BRONX,20
2011/06/28,blocked driveway,BRONX,26
2011/06/29,blocked driveway,BRONX,20
2011/06/30,blocked driveway,BRONX,22
2011/07/01,blocked driveway,BRONX,23
2011/07/02,blocked driveway,BRONX,22
2011/07/03,blocked driveway,BRONX,12
2011/07/04,blocked driveway,BRONX,14
2011/07/05,blocked driveway,BRONX,23
2011/07/06,blocked driveway,BRONX,19
2011/07/07,blocked driveway,BRONX,19
2011/07/08,blocked driveway,BRONX,14
2011/07/09,blocked driveway,BRONX,19
2011/07/10,blocked driveway,BRONX,27
2011/07/11,blocked driveway,BRONX,15
2011/07/12,blocked driveway,BRONX,22
2011/07/13,blocked driveway,BRONX,13
2011/07/14,blocked driveway,BRONX,29
2011/07/15,blocked driveway,BRONX,16
2011/07/16,blocked driveway,BRONX,16
2011/07/17,blocked driveway,BRONX,15
2011/07/18,blocked driveway,BRONX,26
2011/07/19,blocked driveway,BRONX,12
2011/07/20,blocked driveway,BRONX,30
2011/07/21,blocked driveway,BRONX,13
2011/07/22,blocked driveway,BRONX,19
2011/07/23,blocked driveway,BRONX,19
2011/07/24,blocked driveway,BRONX,21
2011/07/25,blocked driveway,BRONX,22
2011/07/26,blocked driveway,BRONX,26
2011/07/27,blocked driveway,BRONX,16
2011/07/28,blocked driveway,BRONX,13
2011/07/29,blocked driveway,BRONX,20
2011/07/30,blocked driveway,BRONX,21
2011/07/31,blocked driveway,BRONX,17
2011/08/01,blocked driveway,BRONX,26
2011/08/02,blocked driveway,BRONX,17
2011/08/03,blocked driveway,BRONX,16
2011/08/04,blocked driveway,BRONX,20
2011/08/05,blocked driveway,BRONX,16
2011/08/06,blocked driveway,BRONX,23
2011/08/07,blocked driveway,BRONX,18
2011/08/08,blocked driveway,BRONX,28
2011/08/09,blocked driveway,BRONX,19
2011/08/10,blocked driveway,BRONX,6
2011/08/11,blocked driveway,BRONX,19
2011/08/12,blocked driveway,BRONX,31
2011/08/13,blocked driveway,BRONX,18
2011/08/14,blocked driveway,BRONX,15
2011/08/15,blocked driveway,BRONX,7
2011/08/16,blocked driveway,BRONX,17
2011/08/17,blocked driveway,BRONX,11
2011/08/18,blocked driveway,BRONX,16
2011/08/19,blocked driveway,BRONX,21
2011/08/20,blocked driveway,BRONX,19
2011/08/21,blocked driveway,BRONX,27
2011/08/22,blocked driveway,BRONX,18
2011/08/23,blocked driveway,BRONX,21
2011/08/24,blocked driveway,BRONX,17
2011/08/25,blocked driveway,BRONX,16
2011/08/26,blocked driveway,BRONX,2
2011/08/27,blocked driveway,BRONX,6
2011/08/28,blocked driveway,BRONX,3
2011/08/29,blocked driveway,BRONX,15
2011/08/30,blocked driveway,BRONX,14
2011/08/31,blocked driveway,BRONX,16
2011/09/01,blocked driveway,BRONX,16
2011/09/02,blocked driveway,BRONX,12
2011/09/03,blocked driveway,BRONX,24
2011/09/04,blocked driveway,BRONX,17
2011/09/05,blocked driveway,BRONX,17
2011/09/06,blocked driveway,BRONX,17
2011/09/07,blocked driveway,BRONX,16
2011/09/08,blocked driveway,BRONX,17
2011/09/09,blocked driveway,BRONX,23
2011/09/10,blocked driveway,BRONX,21
2011/09/11,blocked driveway,BRONX,17
2011/09/12,blocked driveway,BRONX,17
2011/09/13,blocked driveway,BRONX,24
2011/09/14,blocked driveway,BRONX,17
2011/09/15,blocked driveway,BRONX,16
2011/09/16,blocked driveway,BRONX,14
2011/09/17,blocked driveway,BRONX,27
2011/09/18,blocked driveway,BRONX,24
2011/09/19,blocked driveway,BRONX,11
2011/09/20,blocked driveway,BRONX,20
2011/09/21,blocked driveway,BRONX,22
2011/09/22,blocked driveway,BRONX,16
2011/09/23,blocked driveway,BRONX,17
2011/09/24,blocked driveway,BRONX,23
2011/09/25,blocked driveway,BRONX,16
2011/09/26,blocked driveway,BRONX,13
2011/09/27,blocked driveway,BRONX,22
2011/09/28,blocked driveway,BRONX,24
2011/09/29,blocked driveway,BRONX,15
2011/09/30,blocked driveway,BRONX,19
2011/10/01,blocked driveway,BRONX,34
2011/10/02,blocked driveway,BRONX,21
2011/10/03,blocked driveway,BRONX,19
2011/10/04,blocked driveway,BRONX,24
2011/10/05,blocked driveway,BRONX,19
2011/10/06,blocked driveway,BRONX,15
2011/10/07,blocked driveway,BRONX,20
2011/10/08,blocked driveway,BRONX,17
2011/10/09,blocked driveway,BRONX,26
2011/10/10,blocked driveway,BRONX,13
2011/10/11,blocked driveway,BRONX,10
2011/10/12,blocked driveway,BRONX,16
2011/10/13,blocked driveway,BRONX,15
2011/10/14,blocked driveway,BRONX,16
2011/10/15,blocked driveway,BRONX,20
2011/10/16,blocked driveway,BRONX,20
2011/10/17,blocked driveway,BRONX,14
2011/10/18,blocked driveway,BRONX,24
2011/10/19,blocked driveway,BRONX,17
2011/10/20,blocked driveway,BRONX,19
2011/10/21,blocked driveway,BRONX,11
2011/10/22,blocked driveway,BRONX,19
2011/10/23,blocked driveway,BRONX,20
2011/10/24,blocked driveway,BRONX,18
2011/10/25,blocked driveway,BRONX,23
2011/10/26,blocked driveway,BRONX,21
2011/10/27,blocked driveway,BRONX,27
2011/10/28,blocked driveway,BRONX,28
